nom,texte,processed_text,word_count,topic_keybert,topic_probability_keybert
Pamela Artist-run Space,"Pamela is not a collective, Pamela is an artistic cooperative. Pamela is active in combining material and intangible resources to the service of the artists of its territory and beyond. Pamela is a tool for continuous use that thinks of the artist's situation today to invent tomorrow's practices. Pamela is a platform to meet between the different actors and public of the art world. Pamela is a counterpoint. Pamela is a field of aesthetic, political, economic and social experimentation to question more than it can and must be done today. Pamela is a point on the map. Since the beginning of Pamela's creation, we are aware of the fact that the collective term, often attributed to this type of project, is not used to our subject to prefer the cooperative. This term seems to be more appropriate to define what we like, namely the combination of material and material resources in a project for its members and artists with which we choose to work on the principle of the art-run space as a place of thought and by artists. It seems important to us in a middle of the art that remains very vertical in its functions to create a place that we like. This term appears to be more appropriate to define what we like, namely, that is the common set of material and material resources in a project for its members. This is the setting up of a common set of material and material resources for its members. This is the setting of the structure of its members and its artists with which we choose to work. It is the structure of the structure of the structure of the structure of the structure of the structure of the structure of the structure of the structure of the structure. We do not think that Pamela is a work to be spoken by itself but may be considered to be a work under the conditions and contexts where she operates her actions. As mentioned above, Pamela does not think of herself as a collective but as a tool for the service of artists who create it outside of any plastic community. Pamela is a variable geometry tool whose uses are re-invented according to the proposals of the artists who invest it. If Pamela does not think of it as a work as a priority, it is possible that in the future a first period of activity could work at this moment, at the same time, at the same time, at the same time, and at the same time perform the work of the artist.",pamela collective pamela artistic cooperative pamela active combining material intangible resources service artists territory pamela tool continuous use thinks artist situation today invent tomorrow practices pamela platform meet different actors public art world pamela counterpoint pamela field aesthetic political economic social experimentation question today pamela map beginning pamela creation aware fact collective term attributed type project used subject prefer cooperative term appropriate define like combination material material resources project members artists choose work principle art space thought artists important middle art remains vertical functions create like term appears appropriate define like common set material material resources project members setting common set material material resources members setting structure members artists choose work structure structure structure structure structure structure structure structure structure structure think pamela work spoken considered work conditions contexts operates actions mentioned pamela does think collective tool service artists create outside plastic community pamela variable geometry tool uses invented according proposals artists invest pamela does think work priority possible future period activity work moment perform work artist,167,-1,0.0120898011880761
Pauline Perplexe,"Pauline Perplexe is the name of an old family home located in Arcuel, managed by artists and converted into an independent place of artistic production and exhibition since 2015.The dynamics of this place and its construction in daily life feed tropicals. The space is divided into two levels in workshops and exhibition rooms and combines without exception, according to the requirements and uniqueness of each project. The program takes multiple forms: concerts, readings, projections, and other initiatives. By inviting artists from this space as a platform, Pauline Perplexe wants to promote the experimentation of possible designs and designs with respect to each project.",pauline perplexe family home arcuel managed artists converted independent artistic production exhibition 2015 dynamics construction daily life feed tropicals space divided levels workshops exhibition rooms combines exception according requirements uniqueness project program takes multiple forms concerts readings projections initiatives inviting artists space platform pauline perplexe wants promote experimentation possible designs designs respect project,53,38,1.0
ARTISTS SPACE,"Founded in 1972 in downtown Manhattan, Artists Space fosters the artistic and cultural life of New York City as a primary venue for artists' work in all forms. An affinity with emerging ideas and artists is central to our institution, as is attentiveness to the social and intellectual concerns which actively inform artistic practice. We strive for exemplary conditions in which to produce, experience, and understand art, to be a locus of critical discourse and education, and to advocate for the capacity of artistic work to significantly define and reflect our understanding of ourselves. Artists Space was founded in 1972 by arts administrator Trudie Grace and critic Irving Sandler as a pilot project for the New York State Council on the Arts (NYSCA), with the goal of assisting and presenting emerging and unaffiliated artists. Artists Space quickly became a leading organization in the downtown alternative arts scene in New York, which also included burgeoning institutions such as the 112 Workshop (later renamed White Columns), and the Institute for Art and Urban Resources (which became P.S. 1 Contemporary Art Center). During its first years, all of Artists Space's exhibitions were organized by artists presenting the work of other artists. Other early efforts to engage and help artists included the Emergency Materials Fund, which assisted artists with the presentation of their work at an established nonprofit venue, and the Independent Exhibitions Program, which supported the needs of artists who were involved in the production and presentation of work outside the context of an existing institutional structure. Through the decades, Artists Space has adapted to the shifting needs and concerns of artists and audiences in and outside of New York. Artists Space has been the site of provocative discussion and experimentation within contemporary artistic debate, from the postmodern image (Douglas Crimp’s Pictures, 1977) to identity politics (Adrian Piper’s It’s Just Art, 1981), to institutional critique (Michael Asher’s Untitled, 1988) to the AIDS Crisis (Nan Goldin’s Witnesses: Against our Vanishing, 1989), and Artists Space has introduced countless artists to a wider public, amongst them Joan Jonas, Cindy Sherman, Jeff Koons, Sherrie Levine, Louise Lawler, Laurie Anderson, Barbara Bloom, John Miller, John Baldessari, Jack Smith, Andrea Fraser, Haim Steinbach, Tim Rollins, Lyle Ashton Harris, Ashley Bickerton, Peter Halley, Lari Pittman, Group Material, Stuart Sherman, Barbara Kruger, Laurie Simmons, Anthony McCall, Fred Wilson, Felix Gonzalez-Torres, Mike Kelley, Judith Barry, Michael Smith, Robert Longo, Jenny Holzer, Pope.L, Hito Steyerl, Danh Vo, and Cameron Rowland.",founded 1972 downtown manhattan artists space fosters artistic cultural life york city primary venue artists work forms affinity emerging ideas artists central institution attentiveness social intellectual concerns actively inform artistic practice strive exemplary conditions produce experience understand art locus critical discourse education advocate capacity artistic work significantly define reflect understanding artists space founded 1972 arts administrator trudie grace critic irving sandler pilot project york state council arts nysca goal assisting presenting emerging unaffiliated artists artists space quickly leading organization downtown alternative arts scene york included burgeoning institutions workshop later renamed ART_ORG institute art urban resources contemporary art center years artists space exhibitions organized artists presenting work artists early efforts engage help artists included emergency materials fund assisted artists presentation work established nonprofit venue independent exhibitions program supported needs artists involved production presentation work outside context existing institutional structure decades artists space adapted shifting needs concerns artists audiences outside york artists space provocative discussion experimentation contemporary artistic debate postmodern image douglas crimp pictures 1977 identity politics adrian piper just art 1981 institutional critique michael asher untitled 1988 aids crisis nan goldin witnesses vanishing 1989 artists space introduced countless artists wider public joan jonas cindy sherman jeff koons sherrie levine louise lawler laurie anderson barbara bloom john miller john baldessari jack smith andrea fraser haim steinbach tim rollins lyle ashton harris ashley bickerton peter halley lari pittman group material stuart sherman barbara kruger laurie simmons anthony mccall fred wilson felix gonzalez torres mike kelley judith barry michael smith robert longo jenny holzer pope hito steyerl danh cameron rowland,256,6,0.05672079218185715
Patara Gallery,"The PATARA gallery is a gallery of artists located in a very frequent underground pass from the centre of Tbilisi. Founded in 2017 by Gvantsa Jishkariani and Nata Kipiani, it is a non-commercial space for a young and adjoining art, and now managed by Gvantsa Jishkarani. Patara has the reputation of giving to all kinds of experimenting, defective or discovering, and bringing art into the daily life of the big audience - because it is located in an underground passage and its vitrino is visible from the ceiling, open 24 hours on 7 days on 7.",patara gallery gallery artists frequent underground pass centre tbilisi founded 2017 gvantsa jishkariani nata kipiani non commercial space young adjoining art managed gvantsa jishkarani patara reputation giving kinds experimenting defective discovering bringing art daily life big audience underground passage vitrino visible ceiling days,43,15,1.0
Atelier White Cubi,"The White Cubi workshop is a space shared by seven young artists from Bourgogne Franche-Comté. Founded in 2019 by former students from the School of Beauux-Arts de Dijon, the workshop is located at 71 Rue des Rotondes in Dijon. It offers the seven residents a space dedicated to the creation of their works. Opened in 2019, the White Cubi workshop has rapidly evolved to become a dynamic place and open to the local artistic community. The interior space is modular, allowing easy transformation of the workshop in exhibition area.",cubi workshop space shared seven young artists bourgogne franche comté founded 2019 students school beauux arts dijon workshop rue rotondes dijon seven residents space dedicated creation works opened 2019 cubi workshop rapidly evolved dynamic local artistic community interior space modular allowing easy transformation workshop exhibition area,46,32,1.0
The Clocktower Gallery,"Founded in 1972 by Alanna Heiss, the Clocktower Gallery is a legendary alternative art space for exhibitions, performances, long-term and site-specific installations, and artist residencies. Located on the 13th floor of a City-owned building at 108 Leonard St. in Tribeca, the Clocktower Gallery presents a full calendar of exhibitions, live performances, events and residencies by emerging and established artists of across disciplines. The galleries are open Tuesday-Friday from 12-5pm, with events multiple evenings a month. All Clocktower programs are all-ages, and free to the public. The Clocktower Gallery's radio station operating at www.ARTonAIR.org is a free and searchable online cultural audio archive with 6,000+ hours of diverse, indexed content, including recordings of all Clocktower events. An unduplicated collection in any media, listen online to non-commercial & experimental music, audio art, spoken word, cultural news, new media innovation, and restored historic audio. Over its 40-year history, the Clocktower Gallery has presented formative work by some of the most important artists of our time, including Gordon Matta-Clark, Lynda Benglis, Vito Acconci, Laurie Anderson, and David Tudor among many others. Today, the Clocktower presents a full program of exhibitions, performances, and residencies that honor the spirit of the alternative spaces movement by focusing on experimental, interdisciplinary, and intergenerational projects.Alanna Heiss, Director of ARTonAIR.org and the Clocktower Gallery, is a leader of the early 1970's alternative spaces movement in New York City, beginning with Under the Brooklyn Bridge, a 1971 outdoor exhibition she organized with Gordon Matta-Clark, and featuring installations by pioneering American and European artists. She founded the legendary Clocktower Gallery in 1972, founded P.S.1 Contemporary Art Center in 1976, and was its Director until 2008. Heiss has organized over 700 exhibitions at P.S.1 and in art spaces around the world, including the inaugural P.S.1 exhibition Rooms (1976); New York, New Wave (1981); Stalin's Choice: Soviet Socialist Realism, 1932-1956 (1993); Greater New York (2000 and 2005, selecting curator), and Arctic Hysteria (2008); as well as solo shows including Robert Grosvenor (1976); Keith Sonnier (1983); Alex Katz: Under the Stars, American Landscapes 1951-1995 (1998); John Wesley: Paintings 1961-2000 (2000), and Gino De Dominicis (2008), among numerous.",founded 1972 alanna heiss clocktower gallery legendary alternative art space exhibitions performances long term specific installations artist residencies 13th floor city owned building leonard tribeca clocktower gallery presents calendar exhibitions live performances events residencies emerging established artists disciplines galleries tuesday friday 5pm events multiple evenings month clocktower programs ages free public clocktower gallery radio station operating free searchable online cultural audio archive diverse indexed content including recordings clocktower events unduplicated collection media listen online non commercial experimental music audio art spoken word cultural news media innovation restored historic audio history clocktower gallery presented formative work important artists including gordon matta clark lynda benglis vito acconci laurie anderson david tudor today clocktower presents program exhibitions performances residencies honor spirit alternative spaces movement focusing experimental interdisciplinary intergenerational projects alanna heiss director artonair org clocktower gallery leader early 1970 alternative spaces movement york city beginning brooklyn bridge 1971 outdoor exhibition organized gordon matta clark featuring installations pioneering american european artists founded legendary clocktower gallery 1972 founded contemporary art center 1976 director 2008 heiss organized exhibitions art spaces world including inaugural exhibition rooms 1976 york wave 1981 stalin choice soviet socialist realism 1932 1956 1993 greater york 2000 2005 selecting curator arctic hysteria 2008 solo shows including robert grosvenor 1976 keith sonnier 1983 alex katz stars american landscapes 1951 1995 1998 john wesley paintings 1961 2000 2000 gino dominicis 2008 numerous,227,0,0.03328875320104037
ART HOUSE,"Art House has been conceived as a meeting point where the house, a place where people can share intimate time and space, meets the experience of art, as a human need to shape and to articulate personal experiences.This place aims to be a center where the family will open up to the community of this small town allowing it to grow from the contributions and interactions with the international art world; permitting for an enriching exchange emphasizing and giving value to a close and friendly relationship between participants.To us, art is not a decorative ornament on the walls of a luxurious villa or in corridors of power, but a space where creative visions and a vital thinking take form. Art House is not a temple where art is venerated, but a laboratory where art is always questioned. This is why we hope this place will be transformed into an art think tank where culture is not a mere accumulation of books, but a vital human experience.",art house conceived meeting house people share intimate space meets experience art human need shape articulate personal experiences aims center family community town allowing grow contributions interactions international art world permitting enriching exchange emphasizing giving value close friendly relationship participants art decorative ornament walls luxurious villa corridors power space creative visions vital thinking form art house temple art venerated laboratory art questioned hope transformed art think tank culture mere accumulation books vital human experience,74,0,1.0
Franklin Furnace,"Franklin Furnace was founded in 1976 to serve artists who chose publishing as a primary,""democratic"" artistic medium, and were not being supported by existing artistic organizations. From its inception, Franklin Furnace's energies have been focused on three aspects of ""time-based"" programming: A collection of artists' books; a performance art program for emerging artists; and exhibitions of time-based arts, both site-specific works by contemporary artists, and historical and contemporary exhibitions of artists' books and other time-based, ephemeral arts. During the last 20 years, Franklin Furnace has gained a national and international reputation for identifying artists who have changed the terms by which contemporary art is discussed; mounting scholarly exhibitions that have embodied the history of 20th Century avant-garde activity; and standing up for the right of the artists to freedom of expression as guaranteed under the First Amendment. Among those artists who were given the opportunity to mount their first New York shows at Franklin Furnace are Ida Applebroog, Guillaume Bijl, Dara Birnbaum, Willie Cole, James Coleman, Jenny Holzer, Tehching Hsieh, Barbara Kruger, Matt Mullican, Shirin Neshat, and Krysztof Wodiczko; while among the performers who got their start here are Eric Bogosian, David Cale, Guillermo Gomez-Pena, Karen Finley, Robbie McCauley, Theodora Skipitares, Michael Smith, and Paul Zaloom. Additionally, Franklin Furnace's performance art program has enabled more established artists like Vito Acconci, Laurie Anderson, Jennifer Bartlett, Lee Breuer, Richard Foreman, Joan Jonas, William Pope.L, and William Wegman to experiment in ways that would be inappropriate for mainstream venues that attract larger audiences. Franklin Furnace's exhibition program has included many historically notable exhibitions of time-based art of an ephemeral nature -- exhibitions on Cubist books and prints, for example, on Fluxus, or Russian Samizdat art -- critically celebrated exhibitions that have contributed to art historical scholarship. In November, 1993, Franklin Furnace and the Museum of Modern Art signed an agreement to merge Franklin Furnace's collection of artists' books published internationally after 1960, the largest repository of this nature in the United States, with that of MOMA, forming a resource of unparalleled value: the Museum of Modern Art/Franklin Furnace/Artist Book Collection. Franklin Furnace's basement performance space was closed by the New York City Fire Department in 1990 in response to an anonymous caller, and since that time Franklin Furnace has been presenting performance art to new audiences throughout the City by developing strategic partnerships with institutions great and small, from The New School for Social Research to Dixon Place. From 1998-1999, Franklin Furnace presented new temporal art to worldwide audiences through a collaboration with Pseudo Programs, Inc. In 1996-1997, during its 20th anniversary season, Franklin Furnace reinvented itself as a virtual institution, not identified with its real estate but rather with its resources, made accessible by electronic and other means. No longer providing a venue for performance art projects, the organization concentrated on awarding grants to artists via the Franklin Furnace Fund for Performance Art and the Future of the Present programs. In the spring of 2008, Franklin Furnace combined the Franklin Furnace Fund for Performance Art and the Future of the Present programs into one, entitled the Franklin Furnace Fund. In December, 2014, Franklin Furnace relocated to Pratt Institutes Brooklyn campus under an organization-in-residence agreement. The decision to ""nest"" within Pratt Institute coincided with their announcement of a new Master of Fine Arts program in performance and performance studies.",ART_ORG founded 1976 serve artists chose publishing primary democratic artistic medium supported existing artistic organizations inception ART_ORG energies focused aspects based programming collection artists books performance art program emerging artists exhibitions based arts specific works contemporary artists historical contemporary exhibitions artists books based ephemeral arts years ART_ORG gained national international reputation identifying artists changed terms contemporary art discussed mounting scholarly exhibitions embodied history 20th century avant garde activity standing right artists freedom expression guaranteed amendment artists given opportunity mount york shows ART_ORG ida applebroog guillaume bijl dara birnbaum willie cole james coleman jenny holzer tehching hsieh barbara kruger matt mullican shirin neshat krysztof wodiczko performers got start eric bogosian david cale guillermo gomez pena karen finley robbie mccauley theodora skipitares michael smith paul zaloom additionally ART_ORG performance art program enabled established artists like vito acconci laurie anderson jennifer bartlett lee breuer richard foreman joan jonas william pope william wegman experiment ways inappropriate mainstream venues attract larger audiences ART_ORG exhibition program included historically notable exhibitions based art ephemeral nature exhibitions cubist books prints example fluxus russian samizdat art critically celebrated exhibitions contributed art historical scholarship november 1993 ART_ORG museum modern art signed agreement merge ART_ORG collection artists books published internationally 1960 largest repository nature united states moma forming resource unparalleled value museum modern art ART_ORG artist book collection ART_ORG basement performance space closed york city department 1990 response anonymous caller ART_ORG presenting performance art audiences city developing strategic partnerships institutions great school social research dixon 1998 1999 ART_ORG presented temporal art worldwide audiences collaboration pseudo programs 1996 1997 20th anniversary season ART_ORG reinvented virtual institution identified real estate resources accessible electronic means longer providing venue performance art projects organization concentrated awarding grants artists ART_ORG fund performance art future present programs spring 2008 ART_ORG combined ART_ORG fund performance art future present programs entitled ART_ORG fund december 2014 ART_ORG relocated pratt institutes brooklyn campus organization residence agreement decision nest pratt institute coincided announcement master fine arts program performance performance studies,327,0,1.0
The Mothership,"The Mothership education program organizes its pedagogy around 5 steps of color research. In the first step, we identify the plants, in the second we forage or source the plants, in the third we extract the dyes, in the fourth, we transform the dye into various media, and in the final step, we apply the dyes to textiles and other materials. These five steps are circular, it is a process that repeats itself. Students can intervene in a single step, or go through the entire process, as relevant to their needs and practice. Classes and workshops focused on natural dyeing and other textile techniques, sustainable planting, and land management, are organized and facilitated by the Mothership as an effort to bring awareness to the need to preserve traditional practices and encourage artists to explore these techniques and materials in their work. This educational programming is offered in different formats and taught by local and international expert artists throughout the year. Scholarships to local students will be available. The Mothership is an artist-led project by Yto Barrada creating space and time for research, artistic exploration, and retreat, inspired by natural dyes. Based in Tangier, the project is envisioned as an ‘eco-campus’ for growing, making, and learning natural dyes and indigenous traditions, and a place for experimental collective artistic practice through art residencies and workshops. The Mothership will be “a place to conjure pan-African eco-feminist practices into being”. Founder Yto Barrada grew up in her parent's home adjacent to the wilder lands which now house the Mothership; in 2003 she moved with her family to live in the Gardener’s House, and now share her time between New York and Tangier. Since then a growing circle of collaborators and friends have joined her efforts to help envision and manifest The Mothership’s Natural Dye Garden, residency and education programs.",mothership education program organizes pedagogy steps color research step identify plants second forage source plants extract dyes fourth transform dye various media final step apply dyes textiles materials steps circular process repeats students intervene single step entire process relevant needs practice classes workshops focused natural dyeing textile techniques sustainable planting land management organized facilitated mothership effort bring awareness need preserve traditional practices encourage artists explore techniques materials work educational programming offered different formats taught local international expert artists scholarships local students available mothership artist led project yto barrada creating space research artistic exploration retreat inspired natural dyes based tangier project envisioned eco campus growing making learning natural dyes indigenous traditions experimental collective artistic practice art residencies workshops mothership conjure pan african eco feminist practices founder yto barrada grew parent home adjacent wilder lands house mothership 2003 moved family live gardener house share york tangier growing circle collaborators friends joined efforts help envision manifest mothership natural dye garden residency education programs,160,37,1.0
The Why Not Gallery,"The Why Not Gallery is a Tbilisi-based contemporary art gallery dedicated to supporting and promoting young Georgian artists. Founded in 2018, by friends and fellow colleagues artist Gvantsa Jishkariani and curator Ellen Kapanadze, the gallery was first conceived as an experimental not-for-profit project space that chose a vitrine in an underground passageway as its first location.Dedicated to challenging the accepted norms and conventions, the gallery moved to its first permanent space in 2020 and started working on larger exhibitions program. Soon it established itself on the Georgian arts scene as the main destination for discovering exciting emmerging Georgian artists. Providing full support, the gallery often organizes the artists’ first solo shows and acts as an instigator to their careers.The gallery is dedicated to providing a platform for all sorts of experimentations and trials. In 2022 launched a new space, dedicated to more experimental projects that hosts a variety of creatives not limited to the field of visual arts.Apart from the exhibition-making, the gallery also runs the project The Why Not Gift Shop, where it collaborates with artists and produces limited edition items. The collaborations translate the artists’ practices in unexpected ways and result in affordable, yet unique finds. The project also provides additional source of income for the young artists and contributes to developing the scene.",gallery tbilisi based contemporary art gallery dedicated supporting promoting young georgian artists founded 2018 friends fellow colleagues artist gvantsa jishkariani curator ellen kapanadze gallery conceived experimental profit project space chose vitrine underground passageway location dedicated challenging accepted norms conventions gallery moved permanent space 2020 started working larger exhibitions program soon established georgian arts scene main destination discovering exciting emmerging georgian artists providing support gallery organizes artists solo shows acts instigator careers gallery dedicated providing platform sorts experimentations trials 2022 launched space dedicated experimental projects hosts variety creatives limited field visual arts apart exhibition making gallery runs project gift shop collaborates artists produces limited edition items collaborations translate artists practices unexpected ways result affordable unique finds project provides additional source income young artists contributes developing scene,125,15,1.0
19,"Since 2013 it is used for exhibitions, lectures, workshops, and (unt 2018) concerts.The layout and appearance of the project space are constantly evolving. Architectural interventions are regularly changing the access, walking and sightings a context that calls the different users of the space to interact.The organization is also a platform for many others. Organizations, students and schools regularly organize their activities, from end-of-year to private events. 019 was never going to remain the only place we worked in. From the start, it’s been a laboratory that swings us into unknown directions, constantly sharpening our sense of improvisation and reinvention on the spot. For three years, from 2013 onwards, we made that old welding factory at Dok Noord in Ghent (Belgium) the focal point of our activities. People even started to identify the entirety of our collective, Smoke & Dust, with what was basically only the name of its nineteenth project. We became 019. The whole project turned us upside down. But in doing so, we became aware as well. We understood that the act of occupying and taking possession of the site was not the goal of our work at all. From the inside out, starting with a wooden construction in its interior and up to the billboard at an outside wall and a series of flagpoles on the roof, we gradually developed the place into an assembly of undergrounds for public and artistic encounter, an emerging space for collaboration that was grounded on the premise that all media at our disposal were common grounds to be rediscovered. That is when the work began. That is when things began to move, for real. That is when we realized—artists, architects, designers and the like—we had all turned into scenographers, regardless of our discipline: co-authors of a scene that was constructed out of margins and constraints, participants in a game of give and take that we endlessly play around a display we like to recycle. In the end, that’s how 019, our handling of its space through appropriation and dispossession, became the site of a moving practice, a collaborative way of working ready to be moved, reproduced and reinvented elsewhere. (Tom Van Imschoot, 2016)",2013 used exhibitions lectures workshops unt 2018 concerts layout appearance project space constantly evolving architectural interventions regularly changing access walking sightings context calls different users space interact organization platform organizations students schools regularly organize activities end private events going remain worked start laboratory swings unknown directions constantly sharpening sense improvisation reinvention spot years 2013 onwards welding factory dok noord ghent belgium focal activities people started identify entirety collective smoke dust basically nineteenth project project turned upside doing aware understood act occupying taking possession goal work inside starting wooden construction interior billboard outside wall series flagpoles roof gradually developed assembly undergrounds public artistic encounter emerging space collaboration grounded premise media disposal common grounds rediscovered work began things began real realized artists architects designers like turned scenographers regardless discipline authors scene constructed margins constraints participants game endlessly play display like recycle end handling space appropriation dispossession moving practice collaborative way working ready moved reproduced reinvented tom van imschoot 2016,157,20,0.020826195282153116
Galerie huit,"Galerie Huit was an art collective and gallery established by American artists in Paris in 1950. During the mid-twentieth century American artists traveled and lived in Paris to study and make art. Many of the male American artists were able to finance excursions to France because of the Servicemen's Readjustment Act of 1944 (the G.I. Bill). The city provided access to modern art as well as African art. Led by Haywood Rivers, American artists in Paris at that time united to create a cooperative gallery space to show their work.The Galerie Huit was located at 8, rue St. Julien le Pauvre. It existed from 1950 through 1954 according to a catalogue for the Reina Sofia Museum, other sources state that exhibitions were held from 1950 through 1952. In 2002 the Studio 18 Gallery in New York City held an exhibition entitled Galerie Huit: American Artists in Paris 1950-1952 featuring Galerie Huit artists. In 2018 the Reina Sofia Museum in Madrid, Spain held an exhibition entitled Lost, Loose and Loved: Foreign Artists in Paris 1944-1968 that featured several of the Galerie Huit artists. Artists associated with the gallery include: Oscar Chelimsky [fr], Carmen D'Avino, Sam Francis, Sidney Geist, Simon Hantaï, Al Held, Raymond Hendler, Shirley Jaffe, Herbert Katzman, Paul F. Keene Jr., Jonah Kinigstein, Jules Olitski, George Earl Ortman, Marianna Pineda, Reginald Pollack, Haywood Rivers, Shinkichi Tajiri, Harold Tovish, Hugh Weiss [fr]",galerie huit art collective gallery established american artists CITY 1950 mid twentieth century american artists traveled lived CITY study make art male american artists able finance excursions france servicemen readjustment act 1944 city provided access modern art african art led haywood rivers american artists CITY united create cooperative gallery space work galerie huit rue julien pauvre existed 1950 1954 according catalogue reina sofia museum sources state exhibitions held 1950 1952 2002 studio gallery york city held exhibition entitled galerie huit american artists CITY 1950 1952 featuring galerie huit artists 2018 reina sofia museum madrid CITY held exhibition entitled lost loose loved foreign artists CITY 1944 1968 featured galerie huit artists artists associated gallery include oscar chelimsky carmen avino sam francis sidney geist simon hantaï held raymond hendler shirley jaffe herbert katzman paul keene jonah kinigstein jules olitski george earl ortman marianna pineda reginald pollack haywood rivers shinkichi tajiri harold tovish hugh weiss,152,0,0.16835915021423084
La Cédille qui sourit.,"The Cédille carried materials from a variety of artists associated with Fluxus, including books from Dick Higgins’s Something Else Press as well as interactive multiples published by Daniel Spoerri’s MAT Editions and the Fluxus imprint, organized by George Maciunas. However, none of Brecht and Filliou’s works initiated there seemed to come to fruition; or, their material structure emphasized the possibility of endless reconfiguration. The Cédille’s haphazard, almost anti-retail display made its wares indistinguishable from the surrounding works-in-progress, an appropriate set-up for the sale of editions whose openness to change and alteration belonged to a nonconventional trajectory of artistic objecthood indebted to the readymades of Duchamp and the indeterminate compositions of John Cage. More like an atelier than white cube gallery, the Cédille was an extrapolation of the Fluxus model of the artwork-in-flux into an artist-run economy of production, distribution, and exchange that would, to borrow language from Maciunas’s 1963 manifesto, “promote a revolutionary flood and tide in art.” Given recent economic and political events, I am now encouraged to think of the transformations on the art object enacted by various Fluxus practices in terms of aderegulation of the art object, for that very term first came into use in the early 1960s in relation to emerging federal policy changes to the rail and truck transportation industries. These historical facts seem fitting, for what I am about to narrate is a story of the deregulation not only of the art object but also of its movement through certain art networks, motivated by artists’ frustration and disgust at networks’ paradoxical tendency to consolidate power. The Cédille was a shop that kept no regular hours and had no tidy, reliable stock of merchandise. Still, it subsisted until 1968, when in March, Brecht and Filliou realized they could no longer afford to pay rent. By October, they had defaulted on a contract that should have carried the project into 1974. And thus we must admit that the Cédille, if indeed it was meant to function as a store, failed as a commercial venture. In 1962, Filliou realized La Galerie Legitime, a travel and miniature personal gallery, which is contained in a castle. Filliou is presenting its creations or those of other artists (1962). Installed in Villafranche-sur-Mer, Robert Filliou opens in 1965 with Georges Brech: The Cédille that smiles, a non-boutique designed as an international centre of permanent creation. It is born of films and poems.... Extrait du très bon article de Natilee HarrenLa cédille qui ne finit pas: Robert Filliou, George Brecht, and Fluxus in Villefranche (deregulation version) Intégralité : http://www.artandeducation.net/paper/la-cedille-qui-ne-finit-pas-robert-filliou-george-brecht-and-fluxus-in-villefranche/ In the summer of 1965, George Brecht and Robert Filliou, with the support of their partners Donna and Marianne, opened a shop at 12 rue de May in Villefranche-sur-Mer, a seaside village just east of Nice, France. The space, 36 meters square, with a canary yellow awning and chalkboard sign in the window, was called La Cédille Qui Sourit, or “The Cedilla That Smiles.” Conceived first as an English bookshop “under the sign of humor,” it was actually, as Filliou has recounted, “a sort of workshop and of shop, of nonshop would we say now, for we were never commercially registered, and the Cédille was always shut, opening only upon request of visitors to our homes.” The artists, both associated with the international, neo-avant-garde Fluxus collective, called their shop a “Center of Permanent Creation,” for they were continually producing research, letters, jokes, puzzles, games, recipes, poems, drawings, and events. Yet there were few unannounced visitors to the Cédille, or at least ones who were successful in visiting, since the shop did not have a telephone and Brecht and Filliou seemed not to spend much time there. The artists presided more often at one of the nearby cafés, devising more of the visual gags they called “One Minute Scenarios,” “dis-inventing” objects, adding to their “Anthology of Misunderstandings,” or talking with their friends Alfred the bricklayer, Antoine the fisherman, Fernand the plumber, or anyone else who happened to drop by.",cédille carried materials variety artists associated fluxus including books dick higgins press interactive multiples published daniel spoerri mat editions fluxus imprint organized george maciunas brecht filliou works initiated come fruition material structure emphasized possibility endless reconfiguration cédille haphazard anti retail display wares indistinguishable surrounding works progress appropriate set sale editions openness change alteration belonged nonconventional trajectory artistic objecthood indebted readymades duchamp indeterminate compositions john cage like atelier cube gallery cédille extrapolation fluxus model artwork flux artist economy production distribution exchange borrow language maciunas 1963 manifesto promote revolutionary flood tide art given recent economic political events encouraged think transformations art object enacted various fluxus practices terms aderegulation art object term came use early 1960s relation emerging federal policy changes rail truck transportation industries historical facts fitting narrate story deregulation art object movement art networks motivated artists frustration disgust networks paradoxical tendency consolidate power cédille shop kept regular tidy reliable stock merchandise subsisted 1968 march brecht filliou realized longer afford pay rent october defaulted contract carried project 1974 admit cédille meant function store failed commercial venture 1962 filliou realized galerie legitime travel miniature personal gallery contained castle filliou presenting creations artists 1962 installed villafranche mer robert filliou opens 1965 georges brech cédille smiles non boutique designed international centre permanent creation born films poems extrait très bon article natilee harrenla cédille qui finit pas robert filliou george brecht fluxus villefranche deregulation version intégralité summer 1965 george brecht robert filliou support partners donna marianne opened shop rue villefranche mer seaside just east nice france space meters square canary yellow awning chalkboard sign window called cédille qui sourit cedilla smiles conceived english bookshop sign humor actually filliou recounted sort workshop shop nonshop say commercially registered cédille shut opening request visitors homes artists associated international neo avant garde fluxus collective called shop center permanent creation continually producing research letters jokes puzzles games recipes poems drawings events unannounced visitors cédille ones successful visiting shop did telephone brecht filliou spend artists presided nearby cafés devising visual gags called minute scenarios dis inventing objects adding anthology misunderstandings talking friends alfred bricklayer antoine fisherman fernand plumber happened drop,348,7,0.03899685081181276
