texte,processed_text
"Since its opening in 2010, 6b has devoted all its energy to proposing a culture of everyone's culture, in a dynamic city-wide St. Denis.Installed in an old industrial building of 7000 m2 in the heart of Newity in Saint-Denis, the Association The 6b is a place of work, culture and self-contained exchanges, open since 2010. It has been available to professionals of the arts, 170 private workshops at affordable prices, as well as interconnected areas of creation, entertainment, music, music, music, music, music, music, music, music, music.",opening devoted energy proposing culture culture dynamic city wide denis installed industrial building heart newity denis association work culture self contained exchanges available professionals arts private workshops affordable prices interconnected areas creation entertainment music music music music music music music music music
"Apparatus Projects is an artist-run curatorial and publishing project in founded out of a Lincoln Square dining room in Chicago, Illinois. Situated between the institutional and domestic, our mission is to develop a critical framework that both raises the level of discourse around emerging contemporary artists while developing a pedagogy that is accessible and comfortable for a wider public to partake in the discussion. Apparatus focuses primarily on developing conversational two-person exhibitions that seek to develop deeper critical engagements between artists and their work with each exhibition is accompanied with a curator’s essay geared towards producing critical writing and research about the artists and the work on view.",apparatus projects artist curatorial publishing project founded lincoln square dining room chicago illinois situated institutional domestic mission develop critical framework raises level discourse emerging contemporary artists developing pedagogy accessible comfortable wider public partake discussion apparatus focuses primarily developing conversational person exhibitions seek develop deeper critical engagements artists work exhibition accompanied curator essay geared producing critical writing research artists work view
"Created in July 2017, Sunset Rs is a space-run artist founded by Christophe Gaudard and Hugo Schüwer-Boss. It is also an exhibition of contemporary art and graphic design, the Hugo Schüwer-Boss painting workshop, as well as a publishing house. Sunset aims to present contemporary creation at free events and open a place of reflection. The site organises exhibitions and events that spread the work of artists or graphics and thus share their thoughts. Sunset also deals around regular exchanges and collaborations with students of Hugo Schüwer-Boss, as well as a publishing house. Sunset aims to present contemporary creation at free events and open a place of reflection. Sunset organizes exhibitions exhibitions and events, and shares their reflections. Sunset is also about regular exchanges and collaborations with students from the Institute of Beaux-Büwer-Boscheinschets in Beançion, Non-Artsche de Besaçion, Nonsche de Besche de Beançon",created july sunset space artist founded christophe gaudard hugo schüwer boss exhibition contemporary art graphic design hugo schüwer boss painting workshop publishing house sunset aims present contemporary creation free events reflection organises exhibitions events spread work artists graphics share thoughts sunset deals regular exchanges collaborations students hugo schüwer boss publishing house sunset aims present contemporary creation free events reflection sunset organizes exhibitions exhibitions events shares reflections sunset regular exchanges collaborations students institute beaux büwer boscheinschets beançion non artsche besaçion nonsche besche beançon
"Espacio P is a benchmark among alternative spaces that are self-organised by artists in Madrid. Launched and directed by the multimedia artist, Pedro Garhel (Tenerife, 1952-2005), it developed collaborative dynamics of research, training and production. It also implemented the use of shared resources and means of diffusion that remained practically unexplored at that time in Spain.Its hybrid structure was the result of opening up and merging different artistic concepts and fields as well as crossing over and beyond the traditional limits of the exhibition space, the stage and the laboratory for research and production. Its aim was to explore the edges between the visual, performance and sound arts, so that different practices and languages were linked, through the sharing of a single space with multiple functions. Moreover, its programme was inclusive and socially engaging: it was a place where artists created community and art was synonymous with life and with shared experiences and knowledge.Between 1981 and 1997, Espacio P organised all kinds of activities related to performance, photography, installations, visual poetry, postal art, film, video and experimental music, as well as electronic and virtual reality art, at a time when the majority of art galleries and museums were celebrating the resurgence of painting.The remarkable trajectory of the activities of Espacio P is related to several thematic hubs: do-it-yourself culture between fluxus and punk; action art and audiovisual language; the gender question; interventions in the public space; and the transition from the analog era to digital culture. Overall, it aimed to focus attention on artistic practices which were facing up to the challenges of the globalisation of culture, of production and of the markets. In addition, those practices tackled alternatives to the impact of media power by the construction of new spaces as well as individual and collective identities in a period of transition towards the post-industrial society. Space P is one of the pioneer initiatives of artistic self-management in Spain. Located in the center of Madrid between 1981 and 1997, he set up new training and production models, and introduced methods to manage resources and collaborations that have not been explored until then in this country. Space P was one of the first Spanish alternative spaces, active between 1981 and 1997. The “P” resulted in “performance” as well as “polival” as well as “political”. Throughout its trajectory it was also presented as “Performance Alternative Space”, “Polival Space”, “Art of Present”, “Center of Audiovisual Arts”. It was an independent experimenting initiative, a non-formal learning place of extracademic arts, production and exhibition, as well as a meeting place and exchange of experiences and knowledge, from participating practices. Located in an ancient monastery called Nuñez de la Arpaza, the Sancutas de la Gâteaus, the Gâteaus de la Gâtétas de las de las de lasação de lasátétés de las de lasaciación de lasás de lasionale de las de lasionale de las de lasionale de lasionale de las de las de las de lasación.",espacio benchmark alternative spaces self organised artists madrid launched directed multimedia artist pedro garhel tenerife developed collaborative dynamics research training production implemented use shared resources means diffusion remained practically unexplored spain hybrid structure result opening merging different artistic concepts fields crossing traditional limits exhibition space stage laboratory research production aim explore edges visual performance sound arts different practices languages linked sharing single space multiple functions programme inclusive socially engaging artists created community art synonymous life shared experiences knowledge espacio organised kinds activities related performance photography installations visual poetry postal art film video experimental music electronic virtual reality art majority art galleries museums celebrating resurgence painting remarkable trajectory activities espacio related thematic hubs culture fluxus punk action art audiovisual language gender question interventions public space transition analog era digital culture overall aimed focus attention artistic practices facing challenges globalisation culture production markets addition practices tackled alternatives impact media power construction spaces individual collective identities period transition post industrial society space pioneer initiatives artistic self management spain center madrid set training production models introduced methods manage resources collaborations explored country space spanish alternative spaces active resulted performance polival political trajectory presented performance alternative space polival space art present center audiovisual arts independent experimenting initiative non formal learning extracademic arts production exhibition meeting exchange experiences knowledge participating practices ancient monastery called nuñez arpaza sancutas gâteaus gâteaus gâtétas las las lasação lasátétés las lasaciación lasás lasionale las lasionale las lasionale lasionale las las las lasación
"VIDEO DRAMA is Amsterdam based artist's initiative, which makes exhibitions from place to place. It focuses on composing short term art exhibitions, events, happenings adapted to chosen theme and available space. VIDEO DRAMA enables artists to share their works with the audience and shed light on valuable works (mostly in the field of visual arts). VIDEO DRAMA is traveling art platform and it's concept is to move from place to place and represent artists working in the field of moving picture and beyond.",video drama amsterdam based artist initiative makes exhibitions focuses composing short term art exhibitions events happenings adapted chosen theme available space video drama enables artists share works audience shed light valuable works field visual arts video drama traveling art platform concept represent artists working field moving picture
"""Two years after the Council of Arts and Letters of Quebec rejected its main financial support, the centre was in despair.""It is sad and sad that Action Art Today announces the closure of its doors after more than 30 years of existence. Noting that the cuts of the past years in culture have created enormous stress on several bodies in Quebec. Despite the efforts of our leadership and our board of administration, the centre now has to resolve its activities in a permanent way. Action Art Current would therefore like to thank the City of Saint-Jean-sur-Richelieu, its members and the public for their support for the loss of their lives.",years council arts letters quebec rejected main financial support centre despair sad sad action art today announces closure doors years existence noting cuts past years culture created enormous stress bodies quebec despite efforts leadership board administration centre resolve activities permanent way action art current like thank city jean richelieu members public support loss lives
"The music room - The platform for experimental electronic music has existed since 2006 and has been created among others because of one of the priorities (song art) of the exhibition program of Aarau's artistic space. The music room is a sub-label of Kunstraum Aarau and works as a complete platform. The concerts that took place during the sound art exhibitions were not declared as music halls except when foreign musicians were invited in addition to the performer, the performer. The Kunstraum Aarau association has been running an exhibition hall since 1990 to allow exhibitions of plastic arts and their border areas. It provides and supports in particular non-established views.The Kunstraum Aarau makes an important role in the cultural life of our region between the Kunstaus public and private galleries. Since it is funded by public funds and private support, it can offer to artists an important and highly appreciated area of presentation and experimentation. An opportunity is still rare in the area of exhibition. With the minimum budgets and a free work of the responsible, it is important, since the existence of the artificial space between the Kunstaus and the private galleries.As it is possible to sell it to the peoples, it is possible to sell it to the sands of the sands and the sands of the sands of the sea. In the early 1990s, a group of plastic artists from the GSMBA environment rented an area of 100 m2 in KiFF (food industry) on Telistrasse 108 in Aarau, thus participating in the construction of this regional cultural centre. The idea was to create a forum with an open concept for the events of plastics and their border areas. The emphasis must be placed on unsecured vision. The independent association Kunstraum Aarau was founded on September 3, 1990. The Aarau's artistic space was spent for 13 years on its first site in the city's periphery, with other comparable, non-commercial areas, and non-compliantary areas, and outside the institution's facilities.",music room platform experimental electronic music existed created priorities song art exhibition program aarau artistic space music room sub label kunstraum aarau works complete platform concerts took sound art exhibitions declared music halls foreign musicians invited addition performer performer kunstraum aarau association running exhibition hall allow exhibitions plastic arts border areas provides supports particular non established views kunstraum aarau makes important role cultural life region kunstaus public private galleries funded public funds private support offer artists important highly appreciated area presentation experimentation opportunity rare area exhibition minimum budgets free work responsible important existence artificial space kunstaus private galleries possible sell peoples possible sell sands sands sands sands sea early 1990s group plastic artists gsmba environment rented area kiff food industry telistrasse aarau participating construction regional cultural centre idea create forum concept events plastics border areas emphasis placed unsecured vision independent association kunstraum aarau founded september aarau artistic space spent years city periphery comparable non commercial areas non compliantary areas outside institution facilities
"Since 2019, at Montfort's borough sur-Meu, Quinconce is a place of exhibition offering contemporary art awareness activities in the direction of all the public.After six months of existence in a smaller place, Quinconce wanted to continue its engagement by broadcasting and supporting the work of local artists, as well as by setting up partnerships.The commitment of the team to go out of the cities and create the contemporary art of the cities and create the meeting with the artists of art and culture is translated into the school environment and accompanying the local structures. Since the beginning of the year 2022, she has been working on the project at the top of the project.",montfort borough meu quinconce exhibition offering contemporary art awareness activities direction public months existence smaller quinconce wanted continue engagement broadcasting supporting work local artists setting partnerships commitment cities create contemporary art cities create meeting artists art culture translated school environment accompanying local structures beginning working project project
"Independent art space, open to safeguard a work that has survived time, artist and intention. The sole of 100 interventions. Artistic intervention 42 of 13 Tribunei Street, Sibiu. Artă.nonstop was founded by George Roșu, together with the NGO Develop and uzinaduzina, with the intention to place this intervention in an artistic context, thus contributing to its safekeeping. „This was more of a therapeutic initiative. My intention in this project was to create small gestures with a strong personal significance, meant to last momentarily, that I could share with the others.” — Mircea Nicolae Mircea Nicolae ( born in 1980) passed away in July 2020. Artist, curator and art critic, he is considered one of the most subtle Romanian artists. September 2020 artă.nonstop was founded by George Roșu, together with the NGO Develop and uzinaduzina, with the intention to place this intervention in an artistic context, thus contributing to its safekeeping. The space is open to contemporary artists starting with the White Night of Art Galleries, October 2020. Intervention no. 42Mircea Nicolae (1980-2020)2007 Probably the only surviving work from a series of 100 interventions.„There are numerous abandoned shops in Sibiu’s downtown cobbled streets. After going for a walk and photographing many of them, I chose the one pictured for my intervention. I used the shop’s signage and opening hours to question my love story. At first it looks like a declaration of love. However what I wrote is mainly linked to a mental authomatism that I want gone, in order for me to be able to continue”",independent art space safeguard work survived artist intention sole interventions artistic intervention tribunei street sibiu artă nonstop founded george roșu ngo develop uzinaduzina intention intervention artistic context contributing safekeeping therapeutic initiative intention project create gestures strong personal significance meant momentarily share mircea nicolae mircea nicolae born passed away july artist curator art critic considered subtle romanian artists september artă nonstop founded george roșu ngo develop uzinaduzina intention intervention artistic context contributing safekeeping space contemporary artists starting night art galleries october intervention 42mircea nicolae probably surviving work series interventions numerous abandoned shops sibiu downtown cobbled streets going walk photographing chose pictured intervention used shop signage opening question love story looks like declaration love wrote mainly linked mental authomatism want gone order able continue
"It functions as a multidimensional space, organizing and undertaking the production of multifaceted events from the world of theatre, music, dance, cinema, visual arts, letters and sciences. At the same time, its multipurpose spaces are available to individuals, organizations and other agencies for the hosting of events, presentations, seminars, symposia, conferences and scientific or other workshops. The House of Culture and Research is an organization that specializes in four pillars: contemporary arts, science, innovation and social impact. It is a natural evolution of the Artos Foundation which, for 21 years (2000-2021), has contributed to local and European culture in the fields of cultural research, creativity, science and social impact.It offers a platform for scientists, artists, artists and creatives to participate in cultural and international research. Artos House is engaged and stimulates the social challenges of contemporary research, creativity and research. The ARTos Cultural and Research Foundation was founded by the artists Achilleas Kentonis and Maria Papacharalambous. It is a contemporary arts and science center dedicated to research and creativity: two magical worlds of adventure and discovery, encompassing sojourns into the fields of learning, chaos and imagination. Its premises, both transcendental and material, inspire the contemporary artist/creator and the scientist/creator alike, offering to both a platform, promoting them at a local as well as at an international level, with quality being the main criterion.The Foundation is housed in premises which once hosted the bakeries of Nicosia’s Agii Omologites parish, hence the inspiration for its name: “artos” or “bread”, the product of the bakeries, a staple dietary item for the people of Cyprus through the ages; at the same time, there’s “ARTos” (ARTs Operating System), which places us directly in the modern era of the apotheosis of Technology which, incidentally, we should never forget, etymologically means “the systematic treatment of an art”, and tha Art, according to Zenios, “…is the Bread (artos) which gladdens the soul”! The very premises themselves constitute another unique experience to the visitor. The traditional architecture of the 1901 building converses with the industrial edifice of 1950 which once housed the bakeries, while at the same time we see incorporated into the entire complex a modern extension completed in 2003, thus creating an autonomous work of art marked by artful plasticity and rhythm. One could say that this is a space inspiring and challenging creativity, a situation, in any case, constituting that which is desired. Furthermore, during the refurbishment process and by opportune coincidence, we discovered and reconstructed a complex comprising nine unique ancient tombs dating back to the Hellenistic or, according to others, archaic period. In this way, the Foundation, with a solid foothold in the past, has, at the same time, its sights turned towards the future; it is inspired by ancient art and, through the use of modern technology, serves Cyprus’ timeless civilization, providing a platform for artistic and scientific creativity on a local and at the same time international level.",functions multidimensional space organizing undertaking production multifaceted events world theatre music dance cinema visual arts letters sciences multipurpose spaces available individuals organizations agencies hosting events presentations seminars symposia conferences scientific workshops house culture research organization specializes pillars contemporary arts science innovation social impact natural evolution artos foundation years contributed local european culture fields cultural research creativity science social impact platform scientists artists artists creatives participate cultural international research artos house engaged stimulates social challenges contemporary research creativity research artos cultural research foundation founded artists achilleas kentonis maria papacharalambous contemporary arts science center dedicated research creativity magical worlds adventure discovery encompassing sojourns fields learning chaos imagination premises transcendental material inspire contemporary artist creator scientist creator alike offering platform promoting local international level quality main criterion foundation housed premises hosted bakeries nicosia agii omologites parish inspiration artos bread product bakeries staple dietary item people cyprus ages artos arts operating places directly modern era apotheosis technology incidentally forget etymologically means systematic treatment art tha art according zenios bread artos gladdens soul premises constitute unique experience visitor traditional architecture building converses industrial edifice housed bakeries incorporated entire complex modern extension completed creating autonomous work art marked artful plasticity rhythm say space inspiring challenging creativity situation case constituting desired furthermore refurbishment process opportune coincidence discovered reconstructed complex comprising unique ancient tombs dating hellenistic according archaic period way foundation solid foothold past sights turned future inspired ancient art use modern technology serves cyprus timeless civilization providing platform artistic scientific creativity local international level
"Sanaquile is an independent artistic space founded in 2021 by the technical pool association, an association composed of 10 artists, authors, plasticians, and designers. Its project consists of investing in the territory and cultural scene of Lyons - often deserted by students at school - as well as maintaining, enduring and expanding the community of artists present in Lyon with exhibitions, events and encounters.",sanaquile independent artistic space founded technical pool association association composed artists authors plasticians designers project consists investing territory cultural scene lyons deserted students school maintaining enduring expanding community artists present lyon exhibitions events encounters
"The Association The 2 Ports was created from the meeting of three artists Caroline Pageaud, Gwiherm Curbet and Audrey Devaud in the workshop in the city of Besançon. The workshop project then took place in a dynamic and independent place in the heart of the Rivotte district in Besançon, rich of its artists and artists already installed and the City of Arts (FRAC and Conservatoire). The 2 Ports are primarily a place of work but also has an area dedicated to gravity (tall-duke, xylography, lynography and lithography) for the personal practice of artists.",association ports created meeting artists caroline pageaud gwiherm curbet audrey devaud workshop city besançon workshop project took dynamic independent heart rivotte district besançon rich artists artists installed city arts frac conservatoire ports primarily work area dedicated gravity tall duke xylography lynography lithography personal practice artists
"The Red Cactus Art Studio is a workshop created in August 2020 at the initiative of Helène Battaini, an artist. The site of creation and exhibition is constantly evolving reflecting the artistic research of Helène Battaini. Born of four walls forgotten in the historical center, the Red Cactus Art Studio now includes an exhibition space, a library, musical instruments, plastic material available for every Friday when the gallery is open to the public. Helène Battaini presents its work throughout the year and sometimes organises exhibitions of other artists and events of short and regular events in order to propose a variety of cultural works outside the city. The structure I created is a workshop called the Red Cactus Art Studio (2 red carpets, Montpellier). I wanted to make it a place called ""social art"". From my point of view it answers questions of current society, i.e. preserving the independence of its own culture and its accessibility to its own heritage. One day per week the place is open to the public and participatory. The material is free of use to anyone in communication. I have materials for the practice of plastics and also musical instruments and books. There is no need for writing, paying or being able to sit on my own things. I have no need to be able to use them as part of my body to make them. My space can be seen as a work in the sense that it reflects a thought developed for progress (from society) and that it goes through an aesthetic research. However, it is constantly evolving so it may be an installation or performance rather than a final work. Hélène Battaini Red Cactus Art Studio, in Montpellier @redcatusartstudio",red cactus art studio workshop created august initiative helène battaini artist creation exhibition constantly evolving reflecting artistic research helène battaini born walls forgotten historical center red cactus art studio includes exhibition space library musical instruments plastic material available friday gallery public helène battaini presents work organises exhibitions artists events short regular events order propose variety cultural works outside city structure created workshop called red cactus art studio red carpets montpellier wanted make called social art view answers questions current society preserving independence culture accessibility heritage day week public participatory material free use communication materials practice plastics musical instruments books need writing paying able sit things need able use body make space seen work sense reflects thought developed progress society goes aesthetic research constantly evolving installation performance final work hélène battaini red cactus art studio montpellier redcatusartstudio
"Tilde is a para-institution for contemporary art and research, presenting projects in several forms and places, both in its space in Amsterdam and collaborating with other spaces in The Netherlands and abroad. While organizing specific projects and off-site events, carefully unfolding experimental practices in close collaboration with artists, thinkers, writers, researchers, and the community, Tilde aims to create connections between local and international, young and older practitioners. Tilde promotes interdisciplinary dialogues and encourages involvement with other non–profit spaces, as well as institutional and educational systems nationally and internationally.It is run by artist and curator Diego Diez, who was previously co-directing the Amsterdam project space Plat- (2017-2019) and organizing group exhibitions such as Lockers (2017, 2019). After co-directing Plat- for two years I decided to work on my own and I founded Tilde as a some sort of next step of Plat-. Tilde aims to be able to reshape itself for the needs of the artists it works with, not being tied to a set of walls and lights, but with the possibility to offer to the artists what they might be looking for at that time of their careers.Since its start in October 2019 Tilde has created a line where works by stablished artists such as Francisco de Goya y Lucientes, Laure Prouvost or Moyra Davey are shown next to younger artists such as Vincent Verhoef, Maria Nolla Mateos or Sara Milio, a.o.. Another characteristic of the space is the intention to put in context the work of artists working in Amsterdam with international artist, allowing both parts to discover different contexts within a similar approach to art making. Mostly presenting duo or small group shows the aim of the project is to offer a space for conversation between different generations and points of departure, with a public presentation understood as an exhibition but with an important part behind the scenes, where the artists discuss and share their knowledge and methodologies. Relationships make up an important part of the shows at Tilde, especially as it is based in my apartment: the artists usually stay there for a week for set up. This means the conversations about the show happen more informally, like when cooking breakfast. While theoretically grounded, my approach to curating is based more on direct relationships with artists, proximity, friendship and the processual development of exhibitions, rather than working on a thematic base.",tilde para institution contemporary art research presenting projects forms places space amsterdam collaborating spaces netherlands abroad organizing specific projects events carefully unfolding experimental practices close collaboration artists thinkers writers researchers community tilde aims create connections local international young older practitioners tilde promotes interdisciplinary dialogues encourages involvement non profit spaces institutional educational systems nationally internationally artist curator diego diez previously directing amsterdam project space plat organizing group exhibitions lockers directing plat years decided work founded tilde sort step plat tilde aims able reshape needs artists works tied set walls lights possibility offer artists looking careers start october tilde created line works stablished artists francisco goya lucientes laure prouvost moyra davey shown younger artists vincent verhoef maria nolla mateos sara milio characteristic space intention context work artists working amsterdam international artist allowing parts discover different contexts similar approach art making presenting duo group shows aim project offer space conversation different generations points departure public presentation understood exhibition important scenes artists discuss share knowledge methodologies relationships make important shows tilde especially based apartment artists usually stay week set means conversations happen informally like cooking breakfast theoretically grounded approach curating based direct relationships artists proximity friendship processual development exhibitions working thematic base
"Spai Colona is a project and a work space dedicated to contemporary art, located in the city of Castro, on the large island of Chiloé. The interests of Spain focus on symbiotic relations that take place between territory and people, understanding it from two English: the conceptual relationship linked to landscape and the idea of territory with an origin in the visual arts and the alliance between the territory and the meanings of existence for those incapacitated it. With this socio-geographical relationship, Spain has always considered work and experimentation to be carried out through love and hospitality, issues that are combined in the fact of living and in Aborigines a specific place in respect to the",spai colona project work space dedicated contemporary art city castro island chiloé interests spain focus symbiotic relations territory people understanding english conceptual relationship linked landscape idea territory origin visual arts alliance territory meanings existence incapacitated socio geographical relationship spain considered work experimentation carried love hospitality issues combined fact living aborigines specific respect
"NICC [New International Cultural Center] creates spaces for interaction between visual artists, institutions and society, with specific attention to the position of the visual artist, on a local, regional and international level.NICC plays an active role in the support and self-realisation of the professional visual artist. Its aim is to function as first contact and representatives for visual artists, striving for a qualitative social framework enabling the visual artist to develop his/her practice in a professional and autonomous way. The International Cultural Centre (ICC) in Antwerp was founded in 1970 and was the first public institution for contemporary art in Flanders. During the 70s and early 80s the organization contributed significantly to the stimulation and dissemination of the Belgian and international avant-garde. The shutting down of the ICC (1998) resulted in the occupation of its building by the group ‘Hit&Run’, this resulted in the establishment of the NICC.From 1998 to 2002 the NICC was run by artists such as Luc Tuymans, Guillaume Bijl and Danny Devos. In addition to an exhibition program, the NICC was committed to the advocacy of visual artists. From 2002 to 2006, the NICC focused on social policy. Three new non-profit organisations were founded by people who had previously worked at the NICC: Extra City, Objectif Exhibitions, and Air Antwerpen. Indirectly, the BAM and Kunstenloket support centres were also established at the request of the NICC.From 2008 to 2012 the NICC was managed by a new group of artists. Despite the limited budget , a rich, public program was developed in Antwerp’s Tulpstraat.In 2013, the NICC moved to Brussels to further develop its supra-local operations and influence. From this location, the NICC Vitrine, a diverse program of artist talks and vitrine presentations was realized with local and international artists such as Dennis Tyfus, Sammy Baloji, Shana Moulton, etc. Ahead of the 20 year anniversary, NICC returned to Antwerp South in 2017. In 2018, NICC presented two large-scale projects: OPEN STUDIO’S 2018 and 20 YEARS NICC (view the powerpoint of 20 YEARS NICC here). With OPEN STUDIO’S NICC wanted to focus attention on the need for affordable workspaces and cultural usage of vacant space, from this grew the initiative to bring all Flemish studio organizations together in the UFO platform. In the summer of 2019, NICC organized a debate in collaboration with De Nor on the sense and nonsense of the artist status for visual artists. At the M HKA, NICC reacted to the policy plan and announced cuts in a visual way with Without Artists No Art (2020). In the summer of 2020, NICC became part of the Artists Coalition. During the period of 2018-2021, the NICC also maintained a constant conversation with advice and critiques to the Cabinet and the administration of the Department of Culture. The NICC also spent 1.5 years as a partner establishing the correct pay framework “right is right” and the federal holistic reform of the socioeconomic status of the Artist, Working in the Arts (WITA).Anno 2023, the NICC continues to question the realization of the above-mentioned trajectories in daily practice and wants to know how we can continue to stimulate dialogue between governments, support structures and interest groups in order to strengthen the position of the artist in a sustainable way.",nicc international cultural center creates spaces interaction visual artists institutions society specific attention position visual artist local regional international level nicc plays active role support self realisation professional visual artist aim function contact representatives visual artists striving qualitative social framework enabling visual artist develop practice professional autonomous way international cultural centre icc antwerp founded public institution contemporary art flanders 70s early 80s organization contributed significantly stimulation dissemination belgian international avant garde shutting icc resulted occupation building group hit resulted establishment nicc nicc artists luc tuymans guillaume bijl danny devos addition exhibition program nicc committed advocacy visual artists nicc focused social policy non profit organisations founded people previously worked nicc city objectif exhibitions air antwerpen indirectly bam kunstenloket support centres established request nicc nicc managed group artists despite limited budget rich public program developed antwerp tulpstraat nicc moved brussels develop supra local operations influence location nicc vitrine diverse program artist talks vitrine presentations realized local international artists dennis tyfus sammy baloji shana moulton ahead anniversary nicc returned antwerp south nicc presented scale projects studio years nicc view powerpoint years nicc studio nicc wanted focus attention need affordable workspaces cultural usage vacant space grew initiative bring flemish studio organizations ufo platform summer nicc organized debate collaboration sense nonsense artist status visual artists hka nicc reacted policy plan announced cuts visual way artists art summer nicc artists coalition period nicc maintained constant conversation advice critiques cabinet administration department culture nicc spent years partner establishing correct pay framework right right federal holistic reform socioeconomic status artist working arts wita anno nicc continues question realization mentioned trajectories daily practice wants know continue stimulate dialogue governments support structures groups order strengthen position artist sustainable way
"Each year, the House of Jaune gives artists, researchers and researchers the opportunity to perform artistic experiments and research from its premises, located at the 2nd place of the Hall in Saint-Denis. In an approach that gives its place in the research process, we provide the artists with the necessary space and time to experiment. They can and will benefit from a combination and support to research, production and development.Our residence program welcomes the growing forms of hybrids. We give priority to local projects involving the inhabitants and workers who work with them. The House Jaune is a project commissioned by artists, art workers and researchers.It is located on the island of social housing no.8 of the Basilica, built by modernist architect Renée Gailhoustett in the heart of Saint-Denis. The House Jaune is dedicated to special attention to the initiatives taken by people living in the neighborhood and/or belonging to them. The House Jaune has been set up as a part of the community's community in 2017. It is located in the island of social housing no.8 of the Basilica, built by the modernist architect Renée Gailhoustett in the heart of Saint-Denis. The House is dedicated to special attention to the initiatives carried out by people living in collective sizes and/unites. The House Jaune has been set up to include them as a tool for the construction of the building and/remixtures.",house jaune gives artists researchers researchers opportunity perform artistic experiments research premises 2nd hall denis approach gives research process provide artists necessary space experiment benefit combination support research production development residence program welcomes growing forms hybrids priority local projects involving inhabitants workers work house jaune project commissioned artists art workers researchers island social housing basilica built modernist architect renée gailhoustett heart denis house jaune dedicated special attention initiatives taken people living neighborhood belonging house jaune set community community island social housing basilica built modernist architect renée gailhoustett heart denis house dedicated special attention initiatives carried people living collective sizes unites house jaune set include tool construction building remixtures
"The Mothership education program organizes its pedagogy around 5 steps of color research. In the first step, we identify the plants, in the second we forage or source the plants, in the third we extract the dyes, in the fourth, we transform the dye into various media, and in the final step, we apply the dyes to textiles and other materials. These five steps are circular, it is a process that repeats itself. Students can intervene in a single step, or go through the entire process, as relevant to their needs and practice. Classes and workshops focused on natural dyeing and other textile techniques, sustainable planting, and land management, are organized and facilitated by the Mothership as an effort to bring awareness to the need to preserve traditional practices and encourage artists to explore these techniques and materials in their work. This educational programming is offered in different formats and taught by local and international expert artists throughout the year. Scholarships to local students will be available. The Mothership is an artist-led project by Yto Barrada creating space and time for research, artistic exploration, and retreat, inspired by natural dyes. Based in Tangier, the project is envisioned as an ‘eco-campus’ for growing, making, and learning natural dyes and indigenous traditions, and a place for experimental collective artistic practice through art residencies and workshops. The Mothership will be “a place to conjure pan-African eco-feminist practices into being”. Founder Yto Barrada grew up in her parent's home adjacent to the wilder lands which now house the Mothership; in 2003 she moved with her family to live in the Gardener’s House, and now share her time between New York and Tangier. Since then a growing circle of collaborators and friends have joined her efforts to help envision and manifest The Mothership’s Natural Dye Garden, residency and education programs.",mothership education program organizes pedagogy steps color research step identify plants second forage source plants extract dyes fourth transform dye various media final step apply dyes textiles materials steps circular process repeats students intervene single step entire process relevant needs practice classes workshops focused natural dyeing textile techniques sustainable planting land management organized facilitated mothership effort bring awareness need preserve traditional practices encourage artists explore techniques materials work educational programming offered different formats taught local international expert artists scholarships local students available mothership artist led project yto barrada creating space research artistic exploration retreat inspired natural dyes based tangier project envisioned eco campus growing making learning natural dyes indigenous traditions experimental collective artistic practice art residencies workshops mothership conjure pan african eco feminist practices founder yto barrada grew parent home adjacent wilder lands house mothership moved family live gardener house share york tangier growing circle collaborators friends joined efforts help envision manifest mothership natural dye garden residency education programs
